kc_id,train_freq,train_correct_rate,test_n,test_pos,test_neg,difficulty_proxy,in_official_preds,eligible,dataset
161,12619,0.6468024407639275,3498,2265,1233,0.35319755923607254,True,True,xes3g5m
162,21348,0.7600712010492786,6088,4625,1463,0.2399287989507214,True,True,xes3g5m
163,5587,0.5573653123321998,1525,839,686,0.44263468766780023,True,True,xes3g5m
164,16709,0.8341013824884793,4721,3990,731,0.16589861751152069,True,True,xes3g5m
165,19437,0.8069146473221176,5523,4464,1059,0.1930853526778824,True,True,xes3g5m
166,60567,0.792246602935592,17254,13731,3523,0.20775339706440799,True,True,xes3g5m
167,10560,0.7950757575757575,3020,2395,625,0.20492424242424245,True,True,xes3g5m
168,32159,0.7810566248950527,9016,7105,1911,0.21894337510494732,True,True,xes3g5m
169,13624,0.7813417498532003,3812,3007,805,0.21865825014679974,True,True,xes3g5m
17,6339,0.8439817005836883,1886,1595,291,0.15601829941631173,True,True,xes3g5m
170,29397,0.7605197809300269,8267,6316,1951,0.23948021906997308,True,True,xes3g5m
171,5073,0.7421643997634536,1412,1062,350,0.2578356002365464,True,True,xes3g5m
172,19164,0.7083594239198497,5314,3845,1469,0.29164057608015026,True,True,xes3g5m
173,6906,0.7056183029249927,2033,1457,576,0.2943816970750073,True,True,xes3g5m
174,7877,0.807160086327282,2265,1874,391,0.19283991367271802,True,True,xes3g5m
175,8485,0.8373600471420153,2352,2019,333,0.16263995285798472,True,True,xes3g5m
176,11362,0.6737370181306108,3105,2081,1024,0.3262629818693892,True,True,xes3g5m
177,30867,0.8005313117568925,8635,6994,1641,0.19946868824310748,True,True,xes3g5m
178,5873,0.7755831772518305,1630,1270,360,0.22441682274816954,True,True,xes3g5m
179,35623,0.7636639249922803,9922,7657,2265,0.2363360750077197,True,True,xes3g5m
18,105754,0.8328384741948295,29954,25016,4938,0.16716152580517052,True,True,xes3g5m
180,38368,0.7822925354462051,10779,8553,2226,0.21770746455379486,True,True,xes3g5m
181,5729,0.6072613021469715,1631,1012,619,0.3927386978530285,True,True,xes3g5m
182,7662,0.7393630905768729,2183,1627,556,0.2606369094231271,True,True,xes3g5m
183,37484,0.7874026251200512,10448,8218,2230,0.2125973748799488,True,True,xes3g5m
184,6179,0.7737497977018936,1723,1346,377,0.22625020229810644,True,True,xes3g5m
185,4299,0.7769248662479646,1180,922,258,0.22307513375203536,True,True,xes3g5m
186,1767,0.7311827956989247,464,350,114,0.26881720430107525,True,True,xes3g5m
187,23444,0.8206790650059717,6761,5596,1165,0.17932093499402835,True,True,xes3g5m
188,31497,0.8141727783598438,9061,7409,1652,0.1858272216401562,True,True,xes3g5m
189,8719,0.9073288221126276,2527,2303,224,0.09267117788737245,True,True,xes3g5m
19,702,0.7749287749287749,210,162,48,0.22507122507122512,True,True,xes3g5m
190,2613,0.7933409873708381,786,622,164,0.20665901262916186,True,True,xes3g5m
191,3865,0.9435963777490297,1122,1054,68,0.05640362225097029,True,True,xes3g5m
192,24277,0.9279976932899452,6824,6375,449,0.07200230671005481,True,True,xes3g5m
193,9039,0.9132647416749641,2474,2251,223,0.08673525832503592,True,True,xes3g5m
194,7653,0.8157585260682085,2116,1721,395,0.18424147393179147,True,True,xes3g5m
195,5564,0.9656721782890008,1580,1511,69,0.03432782171099924,True,True,xes3g5m
196,5326,0.8128051070221555,1481,1180,301,0.18719489297784453,True,True,xes3g5m
197,3154,0.5047558655675333,890,436,454,0.49524413443246673,True,True,xes3g5m
198,31245,0.8399423907825252,8763,7389,1374,0.1600576092174748,True,True,xes3g5m
199,8702,0.841990347046656,2392,2042,350,0.15800965295334402,True,True,xes3g5m
2,33805,0.9148055021446532,9680,8899,781,0.08519449785534683,True,True,xes3g5m
20,5764,0.7283136710617627,1758,1286,472,0.2716863289382373,True,True,xes3g5m
200,21194,0.8453335849768803,6155,5246,909,0.15466641502311973,True,True,xes3g5m
201,3493,0.7955911823647295,1031,823,208,0.20440881763527052,True,True,xes3g5m
202,7544,0.8569724284199364,2211,1889,322,0.14302757158006363,True,True,xes3g5m
203,16221,0.786449664015782,4781,3835,946,0.21355033598421802,True,True,xes3g5m
204,33767,0.8682737584031747,9335,8101,1234,0.13172624159682533,True,True,xes3g5m
205,11378,0.85867463526103,3193,2751,442,0.14132536473896995,True,True,xes3g5m
206,36781,0.8302928142247356,10289,8586,1703,0.16970718577526445,True,True,xes3g5m
207,13524,0.8531499556344276,3759,3201,558,0.14685004436557236,True,True,xes3g5m
208,62770,0.7884180340927195,17665,13949,3716,0.2115819659072805,True,True,xes3g5m
209,11308,0.7316059426954369,3145,2286,859,0.2683940573045631,True,True,xes3g5m
21,445,0.9101123595505618,138,124,14,0.0898876404494382,True,False,xes3g5m
210,4749,0.7980627500526427,1347,1072,275,0.2019372499473573,True,True,xes3g5m
211,6179,0.8731186276096455,1759,1536,223,0.12688137239035446,True,True,xes3g5m
212,14502,0.7554130464763481,4028,3033,995,0.2445869535236519,True,True,xes3g5m
213,24151,0.6716078009192166,6786,4650,2136,0.32839219908078343,True,True,xes3g5m
214,36404,0.712531589935172,10123,7128,2995,0.28746841006482804,True,True,xes3g5m
215,1767,0.8947368421052632,475,418,57,0.10526315789473684,True,True,xes3g5m
216,3733,0.663273506563086,1033,701,332,0.33672649343691397,True,True,xes3g5m
217,5775,0.6862337662337662,1570,1085,485,0.3137662337662338,True,True,xes3g5m
218,5536,0.6557080924855492,1539,1039,500,0.3442919075144508,True,True,xes3g5m
219,3525,0.6635460992907801,975,670,305,0.3364539007092199,True,True,xes3g5m
22,2081,0.802498798654493,639,513,126,0.19750120134550697,True,True,xes3g5m
220,20542,0.8544932333755233,5874,5068,806,0.1455067666244767,True,True,xes3g5m
221,7673,0.7436465528476476,2220,1652,568,0.2563534471523524,True,True,xes3g5m
222,25531,0.8399592652070033,7139,6050,1089,0.16004073479299674,True,True,xes3g5m
223,14760,0.9136856368563686,4138,3783,355,0.08631436314363139,True,True,xes3g5m
224,4684,0.8834329632792485,1300,1156,144,0.11656703672075153,True,True,xes3g5m
225,9401,0.7590681842357196,2507,1909,598,0.24093181576428035,True,True,xes3g5m
226,5290,0.8546313799621928,1379,1191,188,0.14536862003780715,True,True,xes3g5m
227,14549,0.899099594473847,3910,3516,394,0.10090040552615298,True,True,xes3g5m
228,5550,0.6365765765765766,1644,1082,562,0.3634234234234234,True,True,xes3g5m
229,12150,0.5745679012345679,3478,2029,1449,0.4254320987654321,True,True,xes3g5m
23,20989,0.8482538472533232,6029,5117,912,0.1517461527466768,True,True,xes3g5m
230,3163,0.7337970281378439,984,728,256,0.26620297186215613,True,True,xes3g5m
231,13249,0.7727375650992527,3855,2981,874,0.22726243490074727,True,True,xes3g5m
232,28123,0.7095615688226719,8411,6093,2318,0.29043843117732815,True,True,xes3g5m
233,7526,0.8600850385330853,2177,1873,304,0.13991496146691473,True,True,xes3g5m
234,7852,0.8369842078451349,2256,1899,357,0.16301579215486506,True,True,xes3g5m
235,9322,0.8524994636344132,2653,2276,377,0.1475005363655868,True,True,xes3g5m
236,12133,0.7427676584521553,3472,2633,839,0.2572323415478447,True,True,xes3g5m
237,13779,0.7875027215327672,3870,3045,825,0.21249727846723276,True,True,xes3g5m
238,8186,0.7253848033227461,2307,1731,576,0.27461519667725387,True,True,xes3g5m
239,8518,0.8419816858417469,2473,2118,355,0.15801831415825307,True,True,xes3g5m
24,70202,0.8709865815788724,19992,17488,2504,0.12901341842112757,True,True,xes3g5m
240,8523,0.7724979467323713,2572,2010,562,0.22750205326762873,True,True,xes3g5m
241,11976,0.7791416165664663,3396,2656,740,0.2208583834335337,True,True,xes3g5m
242,7010,0.6845934379457917,2158,1508,650,0.31540656205420825,True,True,xes3g5m
243,8307,0.8394125436378957,2496,2088,408,0.16058745636210425,True,True,xes3g5m
244,6126,0.8403525954946132,1786,1500,286,0.15964740450538684,True,True,xes3g5m
245,1502,0.7509986684420772,451,322,129,0.2490013315579228,True,True,xes3g5m
246,1609,0.783716594157862,507,386,121,0.216283405842138,True,True,xes3g5m
247,4472,0.7938282647584973,1271,1018,253,0.20617173524150267,True,True,xes3g5m
248,10266,0.8653808688875901,2935,2563,372,0.13461913111240986,True,True,xes3g5m
249,6153,0.7802697870957257,1724,1356,368,0.2197302129042743,True,True,xes3g5m
25,6718,0.7499255730872283,2035,1513,522,0.2500744269127717,True,True,xes3g5m
250,3938,0.8285931945149823,1173,1033,140,0.17140680548501774,True,True,xes3g5m
251,3987,0.8274391773263106,1155,955,200,0.17256082267368944,True,True,xes3g5m
252,20363,0.7781269950400236,5748,4509,1239,0.22187300495997642,True,True,xes3g5m
253,6721,0.7973515845856272,1990,1652,338,0.20264841541437284,True,True,xes3g5m
254,1073,0.8462255358807083,337,292,45,0.15377446411929174,True,True,xes3g5m
255,1221,0.9426699426699426,369,350,19,0.05733005733005736,True,False,xes3g5m
256,3398,1.0,1006,1004,2,0.0,True,False,xes3g5m
257,60349,0.7730202654559314,16828,13300,3528,0.2269797345440686,True,True,xes3g5m
258,13745,0.7428155692979265,3959,2958,1001,0.25718443070207353,True,True,xes3g5m
259,2820,0.6531914893617021,808,520,288,0.3468085106382979,True,True,xes3g5m
26,7140,0.8025210084033614,2006,1601,405,0.19747899159663862,True,True,xes3g5m
260,21692,0.7848976581228102,6138,4930,1208,0.2151023418771898,True,True,xes3g5m
261,14459,0.7364962998824262,4151,3179,972,0.26350370011757385,True,True,xes3g5m
262,8060,0.8660049627791563,2244,1962,282,0.13399503722084372,True,True,xes3g5m
263,20536,0.8265971951694585,5865,4908,957,0.1734028048305415,True,True,xes3g5m
264,7365,0.7674134419551935,2121,1677,444,0.23258655804480655,True,True,xes3g5m
265,6472,0.8759270704573547,1848,1645,203,0.12407292954264526,True,True,xes3g5m
266,41099,0.8421616097715273,11175,9401,1774,0.15783839022847268,True,True,xes3g5m
267,1309,0.6913674560733384,356,251,105,0.3086325439266616,True,True,xes3g5m
268,1423,0.8812368236120871,377,329,48,0.1187631763879129,True,True,xes3g5m
269,787,0.8487928843710292,246,207,39,0.15120711562897082,True,True,xes3g5m
27,349,0.7593123209169055,98,81,17,0.24068767908309452,True,False,xes3g5m
270,3164,0.6235777496839444,905,581,324,0.3764222503160556,True,True,xes3g5m
271,7520,0.8696808510638298,2101,1842,259,0.13031914893617025,True,True,xes3g5m
272,16501,0.8142536815950548,4636,3785,851,0.18574631840494515,True,True,xes3g5m
273,658,0.8951367781155015,207,193,14,0.10486322188449848,True,False,xes3g5m
274,827,0.8222490931076178,217,180,37,0.17775090689238215,True,True,xes3g5m
275,1053,0.8281101614434948,316,263,53,0.1718898385565052,True,True,xes3g5m
276,1475,0.7810169491525424,419,346,73,0.21898305084745762,True,True,xes3g5m
277,6072,0.8496376811594203,1694,1429,265,0.1503623188405797,True,True,xes3g5m
278,1733,0.964800923254472,470,452,18,0.035199076745528024,True,False,xes3g5m
279,2926,0.84107997265892,842,698,144,0.15892002734108002,True,True,xes3g5m
28,2792,0.8631805157593123,808,716,92,0.13681948424068768,True,True,xes3g5m
280,1519,0.8341013824884793,477,408,69,0.16589861751152069,True,True,xes3g5m
281,301,0.8504983388704319,78,70,8,0.1495016611295681,True,False,xes3g5m
282,1849,0.8685776095186587,489,429,60,0.1314223904813413,True,True,xes3g5m
283,4464,0.7712813620071685,1248,1003,245,0.22871863799283154,True,True,xes3g5m
284,1648,0.7797330097087378,479,375,104,0.22026699029126218,True,True,xes3g5m
285,4293,0.8208711856510599,1194,989,205,0.17912881434894012,True,True,xes3g5m
286,508,0.8779527559055118,171,153,18,0.1220472440944882,True,False,xes3g5m
287,2364,0.7516920473773265,690,541,149,0.24830795262267347,True,True,xes3g5m
288,1730,0.8445086705202313,557,480,77,0.15549132947976874,True,True,xes3g5m
289,800,0.78,248,197,51,0.21999999999999997,True,True,xes3g5m
29,3954,0.7971674253920081,1203,961,242,0.20283257460799187,True,True,xes3g5m
290,1706,0.9261430246189918,493,456,37,0.07385697538100822,True,True,xes3g5m
291,3352,0.6076968973747017,983,642,341,0.39230310262529833,True,True,xes3g5m
292,2862,0.7840670859538784,794,629,165,0.21593291404612158,True,True,xes3g5m
293,2290,0.7602620087336245,628,478,150,0.23973799126637552,True,True,xes3g5m
294,3923,0.6089727249553912,1124,691,433,0.39102727504460877,True,True,xes3g5m
295,1955,0.9447570332480818,537,504,33,0.0552429667519182,True,True,xes3g5m
296,2626,0.6355674028941356,737,483,254,0.3644325971058644,True,True,xes3g5m
297,1188,0.8585858585858586,339,296,43,0.14141414141414144,True,True,xes3g5m
298,575,0.591304347826087,167,105,62,0.408695652173913,True,True,xes3g5m
299,3110,0.7392282958199357,888,666,222,0.26077170418006435,True,True,xes3g5m
3,11205,0.7282463186077643,3357,2446,911,0.27175368139223566,True,True,xes3g5m
30,14188,0.8297152523259093,4081,3369,712,0.17028474767409074,True,True,xes3g5m
300,3959,0.8827986865370043,1145,1002,143,0.11720131346299567,True,True,xes3g5m
301,13042,0.922557889894188,3679,3385,294,0.07744211010581203,True,True,xes3g5m
302,1357,0.8039793662490788,372,303,69,0.19602063375092116,True,True,xes3g5m
303,9427,0.5757929351861674,2592,1510,1082,0.42420706481383263,True,True,xes3g5m
304,3501,0.7743501856612397,1012,789,223,0.2256498143387603,True,True,xes3g5m
305,1063,0.7262464722483537,311,234,77,0.2737535277516463,True,True,xes3g5m
306,999,0.6526526526526526,307,214,93,0.3473473473473474,True,True,xes3g5m
307,11692,0.8031132398221006,3383,2731,652,0.1968867601778994,True,True,xes3g5m
308,1525,0.8885245901639345,466,407,59,0.11147540983606552,True,True,xes3g5m
309,60,0.85,22,19,3,0.15000000000000002,True,False,xes3g5m
31,5240,0.8604961832061069,1461,1265,196,0.13950381679389312,True,True,xes3g5m
310,1171,0.740392826643894,391,301,90,0.25960717335610595,True,True,xes3g5m
311,7936,0.7700352822580645,2438,1893,545,0.2299647177419355,True,True,xes3g5m
312,614,0.7687296416938111,195,145,50,0.23127035830618892,True,True,xes3g5m
313,11035,0.667149977344812,3259,2228,1031,0.33285002265518804,True,True,xes3g5m
314,717,0.6373779637377964,225,141,84,0.3626220362622036,True,True,xes3g5m
315,1247,0.7594226142742582,363,266,97,0.24057738572574183,True,True,xes3g5m
316,536,0.5373134328358209,161,92,69,0.4626865671641791,True,True,xes3g5m
317,1601,0.8888194878201124,493,433,60,0.11118051217988756,True,True,xes3g5m
318,1079,0.7052826691380908,321,231,90,0.2947173308619092,True,True,xes3g5m
319,392,0.8086734693877551,93,75,18,0.19132653061224492,True,False,xes3g5m
32,44876,0.8046394509314556,12933,10531,2402,0.1953605490685444,True,True,xes3g5m
320,1521,0.5621301775147929,444,254,190,0.4378698224852071,True,True,xes3g5m
321,1056,0.5757575757575758,310,184,126,0.4242424242424242,True,True,xes3g5m
322,1394,0.8601147776183644,443,372,71,0.1398852223816356,True,True,xes3g5m
323,1481,0.8858879135719109,409,351,58,0.11411208642808912,True,True,xes3g5m
324,1579,0.8860037998733375,434,386,48,0.11399620012666245,True,True,xes3g5m
325,2651,0.5601659751037344,718,423,295,0.43983402489626555,True,True,xes3g5m
326,4873,0.8485532526164581,1476,1239,237,0.1514467473835419,True,True,xes3g5m
327,3249,0.8205601723607264,951,780,171,0.17943982763927357,True,True,xes3g5m
328,119,0.453781512605042,42,19,23,0.546218487394958,True,False,xes3g5m
329,6379,0.7935413074149553,1830,1427,403,0.20645869258504468,True,True,xes3g5m
33,41847,0.7834492317250938,12070,9588,2482,0.21655076827490616,True,True,xes3g5m
330,17256,0.7902178952248493,4838,3822,1016,0.2097821047751507,True,True,xes3g5m
331,424,0.7287735849056604,130,98,32,0.27122641509433965,True,False,xes3g5m
332,2084,0.7634357005758158,587,460,127,0.23656429942418422,True,True,xes3g5m
333,381,0.2335958005249344,121,22,99,0.7664041994750657,True,False,xes3g5m
334,2013,0.4396423248882265,554,226,328,0.5603576751117735,True,True,xes3g5m
335,18554,0.7632855448959793,5361,4177,1184,0.23671445510402067,True,True,xes3g5m
336,23239,0.7693962735057447,6730,5173,1557,0.2306037264942553,True,True,xes3g5m
337,5197,0.6496055416586493,1491,1002,489,0.35039445834135075,True,True,xes3g5m
338,2056,0.5958171206225681,572,339,233,0.4041828793774319,True,True,xes3g5m
339,4049,0.7856260805137071,1150,918,232,0.21437391948629292,True,True,xes3g5m
34,51780,0.8310737736577829,14687,12218,2469,0.1689262263422171,True,True,xes3g5m
340,13490,0.9255744996293551,3765,3499,266,0.07442550037064488,True,True,xes3g5m
341,5020,0.9258964143426295,1408,1320,88,0.07410358565737052,True,True,xes3g5m
342,5020,0.9258964143426295,1408,1320,88,0.07410358565737052,True,True,xes3g5m
343,10630,0.7537158984007526,2962,2302,660,0.2462841015992474,True,True,xes3g5m
344,3141,0.9204075135307227,887,800,87,0.0795924864692773,True,True,xes3g5m
345,364,0.5,134,73,61,0.5,True,False,xes3g5m
346,177,0.4180790960451977,66,32,34,0.5819209039548023,True,False,xes3g5m
347,183,0.4371584699453552,66,32,34,0.5628415300546448,True,False,xes3g5m
348,440,0.8,154,128,26,0.19999999999999996,True,False,xes3g5m
349,10199,0.8779292087459555,2893,2563,330,0.12207079125404452,True,True,xes3g5m
35,12824,0.7977230193387399,3720,2998,722,0.2022769806612601,True,True,xes3g5m
350,1852,0.8169546436285097,528,427,101,0.18304535637149033,True,True,xes3g5m
351,3767,0.9097425006636581,1098,1002,96,0.09025749933634186,True,True,xes3g5m
352,9815,0.8029546612328069,2797,2237,560,0.1970453387671931,True,True,xes3g5m
353,331,0.31419939577039274,93,33,60,0.6858006042296072,True,False,xes3g5m
354,336,0.41369047619047616,96,42,54,0.5863095238095238,True,False,xes3g5m
355,2880,0.5114583333333333,803,410,393,0.48854166666666665,True,True,xes3g5m
356,1787,0.8707330721880246,479,425,54,0.12926692781197535,True,True,xes3g5m
357,2306,0.7198612315698178,674,483,191,0.28013876843018215,True,True,xes3g5m
358,970,0.9144329896907216,258,233,25,0.08556701030927838,True,True,xes3g5m
359,17399,0.8109086729122363,4941,4027,914,0.18909132708776366,True,True,xes3g5m
36,12216,0.7985428945645056,3561,2858,703,0.20145710543549444,True,True,xes3g5m
360,5132,0.8641855027279813,1396,1195,201,0.13581449727201866,True,True,xes3g5m
361,6828,0.8393380199179847,1913,1612,301,0.16066198008201527,True,True,xes3g5m
362,9012,0.8581890812250332,2539,2183,356,0.14181091877496677,True,True,xes3g5m
363,11284,0.8816908897554059,3060,2712,348,0.11830911024459412,True,True,xes3g5m
364,992,0.8235887096774194,277,231,46,0.17641129032258063,True,True,xes3g5m
365,8548,0.8371548900327562,2513,2125,388,0.16284510996724377,True,True,xes3g5m
366,6621,0.9679806675728742,1920,1858,62,0.032019332427125846,True,True,xes3g5m
367,6435,0.6592074592074592,1878,1250,628,0.34079254079254084,True,True,xes3g5m
368,2698,0.6423276501111935,750,526,224,0.3576723498888065,True,True,xes3g5m
369,1743,0.5329890992541595,428,238,190,0.4670109007458405,True,True,xes3g5m
37,11905,0.8084838303233935,3478,2795,683,0.19151616967660645,True,True,xes3g5m
370,1374,0.8486171761280932,371,329,42,0.15138282387190682,True,True,xes3g5m
371,4006,0.7209186220668996,1095,775,320,0.2790813779331004,True,True,xes3g5m
372,1887,0.8139904610492846,593,476,117,0.18600953895071537,True,True,xes3g5m
373,5931,0.8490979598718598,1771,1514,257,0.15090204012814024,True,True,xes3g5m
374,6261,0.6858329340360965,1809,1254,555,0.31416706596390354,True,True,xes3g5m
375,1329,0.9217456734386757,373,346,27,0.07825432656132425,True,True,xes3g5m
376,3226,0.926224426534408,940,874,66,0.07377557346559205,True,True,xes3g5m
377,1779,0.8780213603147836,487,431,56,0.12197863968521638,True,True,xes3g5m
378,8937,0.8641602327402932,2547,2190,357,0.1358397672597068,True,True,xes3g5m
379,16890,0.8721728833629366,4814,4165,649,0.12782711663706336,True,True,xes3g5m
38,8199,0.8579095011586779,2406,2054,352,0.14209049884132208,True,True,xes3g5m
380,3759,0.42857142857142855,1055,466,589,0.5714285714285714,True,True,xes3g5m
381,3253,0.9385182908084845,952,907,45,0.06148170919151552,True,True,xes3g5m
382,2735,0.7612431444241317,797,635,162,0.23875685557586834,True,True,xes3g5m
383,1008,0.9265873015873016,250,239,11,0.07341269841269837,True,False,xes3g5m
384,1501,0.9820119920053297,394,387,7,0.017988007994670263,True,False,xes3g5m
385,1145,0.845414847161572,306,269,37,0.154585152838428,True,True,xes3g5m
386,2425,0.8519587628865979,688,594,94,0.1480412371134021,True,True,xes3g5m
387,2835,0.9502645502645503,791,755,36,0.049735449735449744,True,True,xes3g5m
388,3323,0.8206439963888053,969,806,163,0.17935600361119475,True,True,xes3g5m
389,7477,0.8300120369132005,2241,1889,352,0.16998796308679953,True,True,xes3g5m
39,9617,0.7904752001663721,2935,2351,584,0.20952479983362793,True,True,xes3g5m
390,5229,0.9305794606999426,1459,1359,100,0.06942053930005743,True,True,xes3g5m
391,2801,0.9575151731524456,813,773,40,0.04248482684755439,True,True,xes3g5m
392,7429,0.9445416610580158,2103,1990,113,0.05545833894198415,True,True,xes3g5m
393,2511,0.9012345679012346,720,647,73,0.09876543209876543,True,True,xes3g5m
394,3910,0.760613810741688,1104,841,263,0.239386189258312,True,True,xes3g5m
395,1841,0.6778924497555676,554,386,168,0.3221075502444324,True,True,xes3g5m
396,1544,0.836139896373057,502,439,63,0.16386010362694303,True,True,xes3g5m
397,657,0.8904109589041096,234,207,27,0.1095890410958904,True,True,xes3g5m
398,888,0.7849099099099099,278,218,60,0.21509009009009006,True,True,xes3g5m
399,644,0.16770186335403728,199,46,153,0.8322981366459627,True,True,xes3g5m
4,633,0.8973143759873617,197,181,16,0.10268562401263825,True,False,xes3g5m
40,5705,0.7740578439964944,1775,1369,406,0.22594215600350565,True,True,xes3g5m
400,886,0.2765237020316027,268,94,174,0.7234762979683973,True,True,xes3g5m
401,5796,0.720151828847481,1680,1241,439,0.27984817115251903,True,True,xes3g5m
