dataset,split,fold,kc_id,train_freq,valid_freq,test_freq,bucket
xes3g5m,learner_based,0,144,8509,1275,2515,dense
xes3g5m,learner_based,0,145,8288,1169,2383,dense
xes3g5m,learner_based,0,146,8839,1304,2639,dense
xes3g5m,learner_based,0,147,14687,2144,4235,dense
xes3g5m,learner_based,0,148,11874,1688,3598,dense
xes3g5m,learner_based,0,149,6016,892,1795,dense
xes3g5m,learner_based,0,15,2511,368,775,dense
xes3g5m,learner_based,0,150,5858,856,1756,dense
xes3g5m,learner_based,0,151,2339,361,687,dense
xes3g5m,learner_based,0,152,5544,789,1700,dense
xes3g5m,learner_based,0,153,4099,574,1263,dense
xes3g5m,learner_based,0,154,7761,1123,2424,dense
xes3g5m,learner_based,0,155,73913,10395,21152,dense
xes3g5m,learner_based,0,156,3662,517,1009,dense
xes3g5m,learner_based,0,157,20870,2974,5830,dense
xes3g5m,learner_based,0,158,2466,371,676,dense
xes3g5m,learner_based,0,159,2038,303,557,dense
xes3g5m,learner_based,0,16,12511,1790,3626,dense
xes3g5m,learner_based,0,160,9070,1266,2628,dense
xes3g5m,learner_based,0,161,12619,1678,3498,dense
xes3g5m,learner_based,0,162,21348,3036,6088,dense
xes3g5m,learner_based,0,163,5587,774,1525,dense
xes3g5m,learner_based,0,164,16709,2354,4721,dense
xes3g5m,learner_based,0,165,19437,2685,5523,dense
xes3g5m,learner_based,0,166,60567,8496,17254,dense
xes3g5m,learner_based,0,167,10560,1492,3020,dense
xes3g5m,learner_based,0,168,32159,4636,9016,dense
xes3g5m,learner_based,0,169,13624,1855,3812,dense
xes3g5m,learner_based,0,17,6339,861,1886,dense
xes3g5m,learner_based,0,170,29397,4093,8267,dense
xes3g5m,learner_based,0,171,5073,681,1412,dense
xes3g5m,learner_based,0,172,19164,2687,5314,dense
xes3g5m,learner_based,0,173,6906,987,2033,dense
xes3g5m,learner_based,0,174,7877,1090,2265,dense
xes3g5m,learner_based,0,175,8485,1207,2352,dense
xes3g5m,learner_based,0,176,11362,1523,3105,dense
xes3g5m,learner_based,0,177,30867,4241,8635,dense
xes3g5m,learner_based,0,178,5873,811,1630,dense
xes3g5m,learner_based,0,179,35623,5028,9922,dense
xes3g5m,learner_based,0,18,105754,14759,29954,dense
xes3g5m,learner_based,0,180,38368,5279,10779,dense
xes3g5m,learner_based,0,181,5729,810,1631,dense
xes3g5m,learner_based,0,182,7662,1059,2183,dense
xes3g5m,learner_based,0,183,37484,5220,10448,dense
xes3g5m,learner_based,0,184,6179,855,1723,dense
xes3g5m,learner_based,0,185,4299,619,1180,dense
xes3g5m,learner_based,0,186,1767,228,464,dense
xes3g5m,learner_based,0,187,23444,3407,6761,dense
xes3g5m,learner_based,0,188,31497,4512,9061,dense
xes3g5m,learner_based,0,189,8719,1190,2527,dense
xes3g5m,learner_based,0,19,702,144,210,dense
xes3g5m,learner_based,0,190,2613,344,786,dense
xes3g5m,learner_based,0,191,3865,536,1122,dense
xes3g5m,learner_based,0,192,24277,3369,6824,dense
xes3g5m,learner_based,0,193,9039,1251,2474,dense
xes3g5m,learner_based,0,194,7653,1069,2116,dense
xes3g5m,learner_based,0,195,5564,766,1580,dense
xes3g5m,learner_based,0,196,5326,751,1481,dense
xes3g5m,learner_based,0,197,3154,435,890,dense
xes3g5m,learner_based,0,198,31245,4349,8763,dense
xes3g5m,learner_based,0,199,8702,1196,2392,dense
xes3g5m,learner_based,0,2,33805,4766,9680,dense
xes3g5m,learner_based,0,20,5764,932,1758,dense
xes3g5m,learner_based,0,200,21194,2931,6155,dense
xes3g5m,learner_based,0,201,3493,487,1031,dense
xes3g5m,learner_based,0,202,7544,1024,2211,dense
xes3g5m,learner_based,0,203,16221,2297,4781,dense
xes3g5m,learner_based,0,204,33767,4709,9335,dense
xes3g5m,learner_based,0,205,11378,1527,3193,dense
xes3g5m,learner_based,0,206,36781,5017,10289,dense
xes3g5m,learner_based,0,207,13524,1808,3759,dense
xes3g5m,learner_based,0,208,62770,8727,17665,dense
xes3g5m,learner_based,0,209,11308,1578,3145,dense
xes3g5m,learner_based,0,21,445,78,138,medium
xes3g5m,learner_based,0,210,4749,646,1347,dense
xes3g5m,learner_based,0,211,6179,867,1759,dense
xes3g5m,learner_based,0,212,14502,1953,4028,dense
xes3g5m,learner_based,0,213,24151,3280,6786,dense
xes3g5m,learner_based,0,214,36404,4733,10123,dense
xes3g5m,learner_based,0,215,1767,213,475,dense
xes3g5m,learner_based,0,216,3733,495,1033,dense
xes3g5m,learner_based,0,217,5775,744,1570,dense
xes3g5m,learner_based,0,218,5536,760,1539,dense
xes3g5m,learner_based,0,219,3525,455,975,dense
xes3g5m,learner_based,0,22,2081,329,639,dense
xes3g5m,learner_based,0,220,20542,2822,5874,dense
xes3g5m,learner_based,0,221,7673,1108,2220,dense
xes3g5m,learner_based,0,222,25531,3470,7139,dense
xes3g5m,learner_based,0,223,14760,2024,4138,dense
xes3g5m,learner_based,0,224,4684,645,1300,dense
xes3g5m,learner_based,0,225,9401,1209,2507,dense
xes3g5m,learner_based,0,226,5290,672,1379,dense
xes3g5m,learner_based,0,227,14549,1971,3910,dense
xes3g5m,learner_based,0,228,5550,802,1644,dense
xes3g5m,learner_based,0,229,12150,1701,3478,dense
xes3g5m,learner_based,0,23,20989,2919,6029,dense
xes3g5m,learner_based,0,230,3163,441,984,dense
xes3g5m,learner_based,0,231,13249,1969,3855,dense
xes3g5m,learner_based,0,232,28123,4167,8411,dense
xes3g5m,learner_based,0,233,7526,1028,2177,dense
xes3g5m,learner_based,0,234,7852,1077,2256,dense
xes3g5m,learner_based,0,235,9322,1290,2653,dense
xes3g5m,learner_based,0,236,12133,1692,3472,dense
xes3g5m,learner_based,0,237,13779,1956,3870,dense
xes3g5m,learner_based,0,238,8186,1144,2307,dense
xes3g5m,learner_based,0,239,8518,1163,2473,dense
xes3g5m,learner_based,0,24,70202,9633,19992,dense
xes3g5m,learner_based,0,240,8523,1251,2572,dense
xes3g5m,learner_based,0,241,11976,1702,3396,dense
xes3g5m,learner_based,0,242,7010,1042,2158,dense
xes3g5m,learner_based,0,243,8307,1237,2496,dense
xes3g5m,learner_based,0,244,6126,880,1786,dense
xes3g5m,learner_based,0,245,1502,213,451,dense
xes3g5m,learner_based,0,246,1609,244,507,dense
xes3g5m,learner_based,0,247,4472,615,1271,dense
xes3g5m,learner_based,0,248,10266,1488,2935,dense
xes3g5m,learner_based,0,249,6153,940,1724,dense
xes3g5m,learner_based,0,25,6718,970,2035,dense
xes3g5m,learner_based,0,250,3938,562,1173,dense
xes3g5m,learner_based,0,251,3987,593,1155,dense
xes3g5m,learner_based,0,252,20363,2792,5748,dense
xes3g5m,learner_based,0,253,6721,984,1990,dense
xes3g5m,learner_based,0,254,1073,147,337,dense
xes3g5m,learner_based,0,255,1221,170,369,dense
xes3g5m,learner_based,0,256,3398,485,1006,dense
xes3g5m,learner_based,0,257,60349,8257,16828,dense
xes3g5m,learner_based,0,258,13745,1929,3959,dense
xes3g5m,learner_based,0,259,2820,407,808,dense
xes3g5m,learner_based,0,26,7140,970,2006,dense
xes3g5m,learner_based,0,260,21692,3005,6138,dense
xes3g5m,learner_based,0,261,14459,2139,4151,dense
xes3g5m,learner_based,0,262,8060,1182,2244,dense
xes3g5m,learner_based,0,263,20536,2978,5865,dense
xes3g5m,learner_based,0,264,7365,1049,2121,dense
xes3g5m,learner_based,0,265,6472,915,1848,dense
xes3g5m,learner_based,0,266,41099,5462,11175,dense
xes3g5m,learner_based,0,267,1309,195,356,dense
xes3g5m,learner_based,0,268,1423,196,377,dense
xes3g5m,learner_based,0,269,787,96,246,dense
xes3g5m,learner_based,0,27,349,57,98,medium
xes3g5m,learner_based,0,270,3164,435,905,dense
xes3g5m,learner_based,0,271,7520,1097,2101,dense
xes3g5m,learner_based,0,272,16501,2398,4636,dense
xes3g5m,learner_based,0,273,658,89,207,dense
xes3g5m,learner_based,0,274,827,136,217,dense
xes3g5m,learner_based,0,275,1053,162,316,dense
xes3g5m,learner_based,0,276,1475,226,419,dense
xes3g5m,learner_based,0,277,6072,922,1694,dense
xes3g5m,learner_based,0,278,1733,265,470,dense
xes3g5m,learner_based,0,279,2926,424,842,dense
xes3g5m,learner_based,0,28,2792,364,808,dense
xes3g5m,learner_based,0,280,1519,233,477,dense
xes3g5m,learner_based,0,281,301,46,78,medium
xes3g5m,learner_based,0,282,1849,288,489,dense
xes3g5m,learner_based,0,283,4464,648,1248,dense
xes3g5m,learner_based,0,284,1648,244,479,dense
xes3g5m,learner_based,0,285,4293,621,1194,dense
xes3g5m,learner_based,0,286,508,93,171,dense
xes3g5m,learner_based,0,287,2364,345,690,dense
xes3g5m,learner_based,0,288,1730,256,557,dense
xes3g5m,learner_based,0,289,800,114,248,dense
xes3g5m,learner_based,0,29,3954,598,1203,dense
xes3g5m,learner_based,0,290,1706,240,493,dense
xes3g5m,learner_based,0,291,3352,505,983,dense
xes3g5m,learner_based,0,292,2862,389,794,dense
xes3g5m,learner_based,0,293,2290,319,628,dense
xes3g5m,learner_based,0,294,3923,559,1124,dense
xes3g5m,learner_based,0,295,1955,277,537,dense
xes3g5m,learner_based,0,296,2626,400,737,dense
xes3g5m,learner_based,0,297,1188,180,339,dense
xes3g5m,learner_based,0,298,575,87,167,dense
xes3g5m,learner_based,0,299,3110,459,888,dense
xes3g5m,learner_based,0,3,11205,1704,3357,dense
xes3g5m,learner_based,0,30,14188,2052,4081,dense
xes3g5m,learner_based,0,300,3959,551,1145,dense
xes3g5m,learner_based,0,301,13042,1744,3679,dense
xes3g5m,learner_based,0,302,1357,181,372,dense
xes3g5m,learner_based,0,303,9427,1247,2592,dense
xes3g5m,learner_based,0,304,3501,496,1012,dense
xes3g5m,learner_based,0,305,1063,164,311,dense
xes3g5m,learner_based,0,306,999,142,307,dense
xes3g5m,learner_based,0,307,11692,1618,3383,dense
xes3g5m,learner_based,0,308,1525,235,466,dense
xes3g5m,learner_based,0,309,60,10,22,sparse
xes3g5m,learner_based,0,31,5240,784,1461,dense
xes3g5m,learner_based,0,310,1171,164,391,dense
xes3g5m,learner_based,0,311,7936,1172,2438,dense
xes3g5m,learner_based,0,312,614,84,195,dense
xes3g5m,learner_based,0,313,11035,1671,3259,dense
xes3g5m,learner_based,0,314,717,116,225,dense
xes3g5m,learner_based,0,315,1247,195,363,dense
xes3g5m,learner_based,0,316,536,82,161,dense
xes3g5m,learner_based,0,317,1601,245,493,dense
xes3g5m,learner_based,0,318,1079,164,321,dense
xes3g5m,learner_based,0,319,392,53,93,medium
xes3g5m,learner_based,0,32,44876,6465,12933,dense
xes3g5m,learner_based,0,320,1521,224,444,dense
xes3g5m,learner_based,0,321,1056,142,310,dense
xes3g5m,learner_based,0,322,1394,221,443,dense
xes3g5m,learner_based,0,323,1481,206,409,dense
xes3g5m,learner_based,0,324,1579,224,434,dense
xes3g5m,learner_based,0,325,2651,343,718,dense
xes3g5m,learner_based,0,326,4873,655,1476,dense
xes3g5m,learner_based,0,327,3249,527,951,dense
xes3g5m,learner_based,0,328,119,19,42,medium
xes3g5m,learner_based,0,329,6379,885,1830,dense
xes3g5m,learner_based,0,33,41847,6050,12070,dense
xes3g5m,learner_based,0,330,17256,2378,4838,dense
xes3g5m,learner_based,0,331,424,64,130,medium
xes3g5m,learner_based,0,332,2084,289,587,dense
xes3g5m,learner_based,0,333,381,46,121,medium
xes3g5m,learner_based,0,334,2013,289,554,dense
xes3g5m,learner_based,0,335,18554,2626,5361,dense
xes3g5m,learner_based,0,336,23239,3304,6730,dense
xes3g5m,learner_based,0,337,5197,723,1491,dense
xes3g5m,learner_based,0,338,2056,283,572,dense
xes3g5m,learner_based,0,339,4049,609,1150,dense
xes3g5m,learner_based,0,34,51780,7298,14687,dense
xes3g5m,learner_based,0,340,13490,1981,3765,dense
xes3g5m,learner_based,0,341,5020,694,1408,dense
xes3g5m,learner_based,0,342,5020,694,1408,dense
xes3g5m,learner_based,0,343,10630,1487,2962,dense
xes3g5m,learner_based,0,344,3141,434,887,dense
xes3g5m,learner_based,0,345,364,51,134,medium
xes3g5m,learner_based,0,346,177,24,66,medium
xes3g5m,learner_based,0,347,183,24,66,medium
xes3g5m,learner_based,0,348,440,69,154,medium
xes3g5m,learner_based,0,349,10199,1353,2893,dense
xes3g5m,learner_based,0,35,12824,1904,3720,dense
xes3g5m,learner_based,0,350,1852,278,528,dense
xes3g5m,learner_based,0,351,3767,491,1098,dense
xes3g5m,learner_based,0,352,9815,1356,2797,dense
xes3g5m,learner_based,0,353,331,40,93,medium
xes3g5m,learner_based,0,354,336,47,96,medium
xes3g5m,learner_based,0,355,2880,362,803,dense
xes3g5m,learner_based,0,356,1787,242,479,dense
xes3g5m,learner_based,0,357,2306,324,674,dense
xes3g5m,learner_based,0,358,970,132,258,dense
xes3g5m,learner_based,0,359,17399,2426,4941,dense
xes3g5m,learner_based,0,36,12216,1664,3561,dense
xes3g5m,learner_based,0,360,5132,681,1396,dense
xes3g5m,learner_based,0,361,6828,939,1913,dense
xes3g5m,learner_based,0,362,9012,1247,2539,dense
xes3g5m,learner_based,0,363,11284,1506,3060,dense
xes3g5m,learner_based,0,364,992,135,277,dense
xes3g5m,learner_based,0,365,8548,1267,2513,dense
xes3g5m,learner_based,0,366,6621,914,1920,dense
xes3g5m,learner_based,0,367,6435,936,1878,dense
xes3g5m,learner_based,0,368,2698,383,750,dense
xes3g5m,learner_based,0,369,1743,239,428,dense
xes3g5m,learner_based,0,37,11905,1779,3478,dense
xes3g5m,learner_based,0,370,1374,200,371,dense
xes3g5m,learner_based,0,371,4006,546,1095,dense
xes3g5m,learner_based,0,372,1887,286,593,dense
xes3g5m,learner_based,0,373,5931,847,1771,dense
xes3g5m,learner_based,0,374,6261,918,1809,dense
xes3g5m,learner_based,0,375,1329,193,373,dense
xes3g5m,learner_based,0,376,3226,474,940,dense
xes3g5m,learner_based,0,377,1779,266,487,dense
xes3g5m,learner_based,0,378,8937,1314,2547,dense
xes3g5m,learner_based,0,379,16890,2380,4814,dense
xes3g5m,learner_based,0,38,8199,1193,2406,dense
xes3g5m,learner_based,0,380,3759,521,1055,dense
xes3g5m,learner_based,0,381,3253,435,952,dense
xes3g5m,learner_based,0,382,2735,425,797,dense
xes3g5m,learner_based,0,383,1008,146,250,dense
xes3g5m,learner_based,0,384,1501,221,394,dense
xes3g5m,learner_based,0,385,1145,143,306,dense
xes3g5m,learner_based,0,386,2425,324,688,dense
xes3g5m,learner_based,0,387,2835,391,791,dense
xes3g5m,learner_based,0,388,3323,445,969,dense
xes3g5m,learner_based,0,389,7477,1018,2241,dense
xes3g5m,learner_based,0,39,9617,1405,2935,dense
xes3g5m,learner_based,0,390,5229,704,1459,dense
xes3g5m,learner_based,0,391,2801,382,813,dense
xes3g5m,learner_based,0,392,7429,1015,2103,dense
xes3g5m,learner_based,0,393,2511,346,720,dense
xes3g5m,learner_based,0,394,3910,537,1104,dense
xes3g5m,learner_based,0,395,1841,274,554,dense
xes3g5m,learner_based,0,396,1544,232,502,dense
xes3g5m,learner_based,0,397,657,89,234,dense
xes3g5m,learner_based,0,398,888,120,278,dense
xes3g5m,learner_based,0,399,644,104,199,dense
xes3g5m,learner_based,0,4,633,115,197,dense
xes3g5m,learner_based,0,40,5705,889,1775,dense
xes3g5m,learner_based,0,400,886,133,268,dense
xes3g5m,learner_based,0,401,5796,843,1680,dense
xes3g5m,learner_based,0,402,11275,1786,3203,dense
xes3g5m,learner_based,0,403,914,131,269,dense
xes3g5m,learner_based,0,404,1150,153,368,dense
xes3g5m,learner_based,0,405,2772,389,875,dense
xes3g5m,learner_based,0,406,834,97,238,dense
xes3g5m,learner_based,0,407,3837,539,1173,dense
xes3g5m,learner_based,0,408,5276,742,1533,dense
xes3g5m,learner_based,0,409,4590,684,1304,dense
xes3g5m,learner_based,0,41,31759,4663,8881,dense
xes3g5m,learner_based,0,410,3415,495,959,dense
xes3g5m,learner_based,0,411,3612,522,1015,dense
xes3g5m,learner_based,0,412,3583,525,1005,dense
xes3g5m,learner_based,0,413,7933,1126,2285,dense
xes3g5m,learner_based,0,414,1547,244,478,dense
xes3g5m,learner_based,0,415,223,27,77,medium
xes3g5m,learner_based,0,416,70,8,26,sparse
xes3g5m,learner_based,0,417,70,8,26,sparse
xes3g5m,learner_based,0,418,314,62,99,medium
xes3g5m,learner_based,0,419,535,85,141,dense
xes3g5m,learner_based,0,42,2553,375,772,dense
xes3g5m,learner_based,0,420,1033,148,281,dense
xes3g5m,learner_based,0,421,190,28,54,medium
xes3g5m,learner_based,0,422,3951,549,1143,dense
xes3g5m,learner_based,0,423,49,8,19,sparse
xes3g5m,learner_based,0,424,2744,431,842,dense
xes3g5m,learner_based,0,425,3381,557,1000,dense
xes3g5m,learner_based,0,426,445,78,141,medium
xes3g5m,learner_based,0,427,959,143,300,dense
xes3g5m,learner_based,0,428,71,6,27,sparse
xes3g5m,learner_based,0,429,210,29,60,medium
xes3g5m,learner_based,0,43,12617,1836,3583,dense
xes3g5m,learner_based,0,430,1281,179,349,dense
xes3g5m,learner_based,0,431,4453,698,1230,dense
xes3g5m,learner_based,0,432,237,42,87,medium
xes3g5m,learner_based,0,433,136,14,44,medium
xes3g5m,learner_based,0,434,186,25,61,medium
xes3g5m,learner_based,0,435,2174,319,670,dense
xes3g5m,learner_based,0,436,775,120,229,dense
xes3g5m,learner_based,0,437,288,43,99,medium
xes3g5m,learner_based,0,438,490,77,125,medium
xes3g5m,learner_based,0,439,490,77,125,medium
xes3g5m,learner_based,0,44,5840,857,1641,dense
xes3g5m,learner_based,0,440,331,38,78,medium
xes3g5m,learner_based,0,441,1081,155,262,dense
xes3g5m,learner_based,0,442,65,16,16,sparse
xes3g5m,learner_based,0,443,618,90,172,dense
xes3g5m,learner_based,0,444,183,24,42,medium
xes3g5m,learner_based,0,445,62,13,18,sparse
xes3g5m,learner_based,0,446,622,71,161,dense
xes3g5m,learner_based,0,447,6215,897,1577,dense
xes3g5m,learner_based,0,448,16635,2424,4315,dense
xes3g5m,learner_based,0,449,161,21,41,medium
xes3g5m,learner_based,0,45,371,66,121,medium
xes3g5m,learner_based,0,450,709,106,197,dense
xes3g5m,learner_based,0,451,1183,185,317,dense
xes3g5m,learner_based,0,452,305,55,83,medium
xes3g5m,learner_based,0,453,93,19,32,sparse
xes3g5m,learner_based,0,454,51,9,15,sparse
xes3g5m,learner_based,0,455,49,7,16,sparse
xes3g5m,learner_based,0,456,123,24,36,medium
xes3g5m,learner_based,0,457,374,64,113,medium
xes3g5m,learner_based,0,458,120,24,37,medium
xes3g5m,learner_based,0,459,163,25,49,medium
xes3g5m,learner_based,0,46,8656,1297,2647,dense
xes3g5m,learner_based,0,460,163,25,49,medium
xes3g5m,learner_based,0,461,192,36,63,medium
xes3g5m,learner_based,0,462,3581,530,1079,dense
xes3g5m,learner_based,0,463,929,106,276,dense
xes3g5m,learner_based,0,464,695,87,202,dense
xes3g5m,learner_based,0,465,926,121,265,dense
xes3g5m,learner_based,0,466,2586,373,769,dense
xes3g5m,learner_based,0,467,1696,243,491,dense
xes3g5m,learner_based,0,468,11796,1703,3354,dense
xes3g5m,learner_based,0,469,1105,159,330,dense
xes3g5m,learner_based,0,47,2435,353,745,dense
xes3g5m,learner_based,0,470,4873,694,1485,dense
xes3g5m,learner_based,0,471,9660,1388,2819,dense
xes3g5m,learner_based,0,472,1792,263,482,dense
xes3g5m,learner_based,0,473,2748,415,763,dense
xes3g5m,learner_based,0,474,2471,363,667,dense
xes3g5m,learner_based,0,475,1103,145,301,dense
xes3g5m,learner_based,0,476,1423,201,391,dense
xes3g5m,learner_based,0,477,3828,584,1157,dense
xes3g5m,learner_based,0,478,3701,562,1095,dense
xes3g5m,learner_based,0,479,2016,302,585,dense
xes3g5m,learner_based,0,48,2011,307,613,dense
xes3g5m,learner_based,0,480,6369,888,1930,dense
xes3g5m,learner_based,0,481,1734,248,508,dense
xes3g5m,learner_based,0,482,1427,221,413,dense
xes3g5m,learner_based,0,483,1881,277,541,dense
xes3g5m,learner_based,0,484,2048,292,592,dense
xes3g5m,learner_based,0,485,1515,209,418,dense
xes3g5m,learner_based,0,486,2498,350,715,dense
xes3g5m,learner_based,0,487,1614,231,401,dense
xes3g5m,learner_based,0,488,2284,349,678,dense
xes3g5m,learner_based,0,489,2419,313,686,dense
xes3g5m,learner_based,0,49,227,40,67,medium
xes3g5m,learner_based,0,490,670,94,199,dense
xes3g5m,learner_based,0,491,1310,182,407,dense
xes3g5m,learner_based,0,492,839,110,227,dense
xes3g5m,learner_based,0,493,407,57,121,medium
xes3g5m,learner_based,0,494,501,53,125,dense
xes3g5m,learner_based,0,495,312,30,77,medium
xes3g5m,learner_based,0,496,1005,150,309,dense
xes3g5m,learner_based,0,497,1091,189,326,dense
xes3g5m,learner_based,0,498,1315,190,432,dense
xes3g5m,learner_based,0,499,976,149,292,dense
xes3g5m,learner_based,0,5,18609,2577,5266,dense
xes3g5m,learner_based,0,50,235,41,69,medium
xes3g5m,learner_based,0,500,673,120,239,dense
xes3g5m,learner_based,0,501,1867,251,515,dense
xes3g5m,learner_based,0,502,1614,220,467,dense
xes3g5m,learner_based,0,503,875,118,262,dense
xes3g5m,learner_based,0,504,2042,277,537,dense
xes3g5m,learner_based,0,505,1343,172,351,dense
xes3g5m,learner_based,0,506,473,60,152,medium
xes3g5m,learner_based,0,507,342,50,107,medium
xes3g5m,learner_based,0,508,1511,237,458,dense
xes3g5m,learner_based,0,509,325,58,119,medium
xes3g5m,learner_based,0,51,4638,688,1374,dense
xes3g5m,learner_based,0,510,600,110,195,dense
xes3g5m,learner_based,0,511,398,68,130,medium
xes3g5m,learner_based,0,512,577,89,192,dense
xes3g5m,learner_based,0,513,911,139,285,dense
xes3g5m,learner_based,0,514,343,56,107,medium
xes3g5m,learner_based,0,515,416,46,116,medium
xes3g5m,learner_based,0,516,607,107,199,dense
xes3g5m,learner_based,0,517,482,75,155,medium
xes3g5m,learner_based,0,518,1287,214,370,dense
xes3g5m,learner_based,0,519,684,103,218,dense
xes3g5m,learner_based,0,52,1362,213,405,dense
xes3g5m,learner_based,0,520,248,46,96,medium
xes3g5m,learner_based,0,521,501,64,170,dense
xes3g5m,learner_based,0,522,552,102,171,dense
xes3g5m,learner_based,0,523,200,37,60,medium
xes3g5m,learner_based,0,524,295,58,94,medium
xes3g5m,learner_based,0,525,68,14,27,sparse
xes3g5m,learner_based,0,526,1514,251,445,dense
xes3g5m,learner_based,0,527,160,24,40,medium
xes3g5m,learner_based,0,528,474,72,130,medium
xes3g5m,learner_based,0,529,553,62,155,dense
xes3g5m,learner_based,0,53,662,114,198,dense
xes3g5m,learner_based,0,530,876,120,252,dense
xes3g5m,learner_based,0,531,950,129,277,dense
xes3g5m,learner_based,0,532,154,23,46,medium
xes3g5m,learner_based,0,533,137,24,46,medium
xes3g5m,learner_based,0,534,270,35,86,medium
xes3g5m,learner_based,0,535,399,58,114,medium
xes3g5m,learner_based,0,536,1779,253,450,dense
xes3g5m,learner_based,0,537,241,49,78,medium
xes3g5m,learner_based,0,538,173,30,63,medium
xes3g5m,learner_based,0,539,173,30,63,medium
xes3g5m,learner_based,0,54,4528,690,1344,dense
xes3g5m,learner_based,0,540,221,38,81,medium
xes3g5m,learner_based,0,541,293,49,107,medium
xes3g5m,learner_based,0,542,120,16,42,medium
xes3g5m,learner_based,0,543,302,58,85,medium
xes3g5m,learner_based,0,544,142,26,49,medium
xes3g5m,learner_based,0,545,713,112,189,dense
xes3g5m,learner_based,0,546,5135,761,1490,dense
xes3g5m,learner_based,0,547,220,31,63,medium
xes3g5m,learner_based,0,548,210,35,81,medium
xes3g5m,learner_based,0,549,242,42,88,medium
xes3g5m,learner_based,0,55,83840,12025,24052,dense
xes3g5m,learner_based,0,550,149,32,49,medium
xes3g5m,learner_based,0,551,38,6,14,sparse
xes3g5m,learner_based,0,552,24,6,6,sparse
xes3g5m,learner_based,0,553,130,26,38,medium
xes3g5m,learner_based,0,554,170,29,42,medium
xes3g5m,learner_based,0,555,56,11,14,sparse
xes3g5m,learner_based,0,556,42,9,12,sparse
xes3g5m,learner_based,0,557,33,9,11,sparse
xes3g5m,learner_based,0,558,605,72,153,dense
xes3g5m,learner_based,0,559,68,13,28,sparse
xes3g5m,learner_based,0,56,48306,7009,13896,dense
xes3g5m,learner_based,0,560,91,15,39,sparse
xes3g5m,learner_based,0,561,44,7,19,sparse
xes3g5m,learner_based,0,562,954,130,338,dense
xes3g5m,learner_based,0,563,107,13,49,medium
xes3g5m,learner_based,0,564,228,27,100,medium
xes3g5m,learner_based,0,565,408,53,155,medium
xes3g5m,learner_based,0,566,240,39,77,medium
xes3g5m,learner_based,0,567,279,41,89,medium
xes3g5m,learner_based,0,568,203,32,58,medium
xes3g5m,learner_based,0,569,252,46,83,medium
xes3g5m,learner_based,0,57,60464,8579,17194,dense
xes3g5m,learner_based,0,570,112,15,33,medium
